CustomerName,CustomerNational,CustomerType,RoomType,Duration,Positive_Review,Negative_Review,CustomerPoint,Review_Title,HotelName
Deepak,Hàn Quốc,Phòng gia đình,Phòng Gia Đình - Nhìn Ra Biển,3 đêm,Breakfast and food at the restaurant was very good. Hotel staff were very helpful and goes extra mile to have a awesome experience. Trau and one particular at the reception support was very helpful. I would love to come back and saty at the property.,Nothing specific that i would like to mention.,10,Awesome stay and awesome view from our family room stay,Radisson Hotel Danang
Kayatri,Singapore,Nhóm,Suite Executive Ở Góc - Nhìn Ra Biển,1 đêm,location.,the executive access meals were very limited and only pastries and was only cold cuts with beef and pork. croissant ran out and we were told that it will topped up. subsequently replaced with mini cakes and were told that there were no more croissants. no hot dishes at all.,"6,0",totally unexpected disappointment for Radisson club lounge.,Radisson Hotel Danang
Cathy,Mỹ,Phòng gia đình,Phòng Gia Đình - Nhìn Ra Biển,1 đêm,"brand new property, across the street from the water. gorgeous view. excellent breakfast",nothing,10,highly recommend Radisson. will stay here again,Radisson Hotel Danang
Alessandro,Vương Quốc Anh,Cặp đôi,Phòng Premium - Nhìn Ra Biển,2 đêm,"Great breakfast, swimming pool and location
Super staff",They were changing towels everyday even if hanging them,10,Xuất sắc,Radisson Hotel Danang
Florian,Đức,Cặp đôi,Phòng Deluxe,4 đêm,Very clean modern hotel with a nice roof top pool and good and a varied breakfast every day. The staff is very friendly especially Nhi who gave us good tips.,,10,we definitely recommend this stage,Radisson Hotel Danang
Hebbani,Ấn Độ,Khách lẻ,Phòng Premium - Nhìn Ra Biển,3 đêm,location and comfort,"rude chef , un helpful staff including receptionist!
Nii the manager intervened and helped a lot. she is a shining star.","6,0",will not go again and do not recommend to any one,Radisson Hotel Danang
Corinne,Malta,Cặp đôi,Phòng Deluxe,3 đêm,"the staff were very helpful and hotel is very Comfortable, modern and clean",nothing,10,a great stay and I loved Hoi An,Radisson Hotel Danang
Steve,Singapore,Cặp đôi,Phòng Premium - Nhìn Ra Biển,3 đêm,"Well trained personnel, standard of rooms and facilities.",,10,Xuất sắc,Radisson Hotel Danang
Zoe,Ireland (Ai Len),Nhóm,Phòng Deluxe,1 đêm,"Excellent hotel, my room was pristine, staff were extremely nice and helpful. Nice pool with a bar. Breakfast was great. Located opposite the beach.",I didn’t find many restaurants I liked within walking distance but the hotel menu was very good. Also easy to get a short taxi somewhere else I’m sure.,10,Great hotel,Radisson Hotel Danang
King,Pháp,Cặp đôi,Phòng Deluxe - Nhìn ra cảnh thành phố,1 đêm,location,"Staff asking us to pay upfront our room + once paid it, they asked to take some deposit again.","6,0",Dễ chịu,Radisson Hotel Danang
Austin,Mỹ,Nhóm,Phòng Deluxe - Nhìn ra Đại dương,4 đêm,"New, modern design, very comfortable beds and friendly staff! The breakfast was great too!",,10,"A safe bet for couples, large groups or older travelers!",Radisson Hotel Danang
Zarina,Vương Quốc Anh,Cặp đôi,Phòng Premium - Nhìn Ra Biển,3 đêm,"everything, the staff, the rooms all the facilities were all good.",nothing,10,We stayed here as part of of our anniversary trip and the hotel and staff went above and beyond to make it special for u,Radisson Hotel Danang
Nhat,Áo,Khách lẻ,Phòng Deluxe,3 đêm,"Attentive, discreet & courteous - Radisson Hotel Danang

I was warmly greeted with an amazing drink followed by a precise introduction to all the facilities - that included a rooftop bar, an infinity pool with a breathtaking view, a fitness center, and a spa area.

The staff were courteous, friendly, and really attentive. At this point I would like to express a special thank you to Ms. Vy who assisted me by any matter with such professionalism & effort.

The breakfast was excellent! There were plenty of food options (also vegetarian and vegan options), pastries, and freshly squeezed juices. What really amazed me was that there was a cook who prepared warm meals (Phở, Bún Bò, ...) or an omelette by order.

My room was modernly equipped and clean - there was nothing to complain about. At the push of a button, you could call the staff, have the room tidied up, and much more. Bottles of water, tea, coffee, and fresh fruits were provided every day.

I appreciate your hospitality and the four restful days. 
I will surely return!",,10,Xuất sắc,Radisson Hotel Danang
Kiều,Việt Nam,Cặp đôi,Phòng Premium - Nhìn Ra Biển,3 đêm,everything is good,nothing,10,very good,Radisson Hotel Danang
Junaid,Úc,Phòng gia đình,Phòng Deluxe,2 đêm,The hotel was extremely nice for the price. The customer service was being exceptional.,Nothing everything was perfect,10,Amazing stay,Radisson Hotel Danang
Vũ,Việt Nam,Phòng gia đình,Phòng Deluxe,1 đêm,,The staff was not very helpful and flexible in supporting arrangements. She assigned three rooms for my family in two different floors so we had to give up one room.,"4,0",Thất vọng,Radisson Hotel Danang
Nguyen,Việt Nam,Khách lẻ,Phòng Deluxe - Nhìn ra Đại dương,2 đêm,Hotel is opposite the beach. Nice view. Location is great,Hotel just open. Inexperienced staff.,"6,0",Dễ chịu,Radisson Hotel Danang
Bee,Singapore,Khách lẻ,Phòng Premium - Nhìn Ra Biển,1 đêm,"the room was clean and bright and the ocean view was good. this is the only hotel which has responded positively and give assurance to my request for high floor with ocean view. My experience with other hotels with regards to such request was they couldn’t promise but would try. The staff of all levels was well trained and polite.They will ready to delight their guests to make them feel welcome. Special thanks to the counter staff, Nam, who offered good recommendations for places to eat, and service with a smile.","though the ocean view was good, the angle of the view was blocked by the units between our room. not able to see a wide angle of the ocean from the room.",10,"love at first sight. professional and impeccable staff service, clean and bright",Radisson Hotel Danang
Robin,Ý,Cặp đôi,Phòng Deluxe - Nhìn ra Đại dương,1 đêm,Perfect. Felt special. View great. Pool amazing. Location across from beach. Food delicious. Thank you,Aircon could have been colder and quieter,10,Perfect,Radisson Hotel Danang
Không tên,Singapore,Khách lẻ,Phòng Deluxe - Nhìn ra Đại dương,1 đêm,"clean and convenient, and the staff are exceptional.",so far so good,"9,0",special thanks to Thanh. very helpful and thoughtful. as well as all staff. thank you.,Radisson Hotel Danang
Không tên,Mỹ,Phòng gia đình,Phòng Deluxe - Nhìn ra cảnh thành phố,1 đêm,nothing,charged full price for a missed reservation due to train delay,"1,0",management could have waved penalty given we rebooked and stayed next night,Radisson Hotel Danang
Không tên,Úc,Cặp đôi,Phòng Premium - Nhìn Ra Biển,3 đêm,Great resort in good location.,NA,10,"Great resort, friendly staff and their service.",Radisson Hotel Danang
Frank,Đức,Khách lẻ,Phòng Deluxe - Nhìn ra Đại dương,2 đêm,"Sehr freundliche und hilfsbereite Mitarbeiter. 
Sehr schöner Pool und Sauna Bereich. Frühstück mit sehr großer Auswahl und qualitativ sehr hochwertig.",An der Sauberkeit könnte noch gearbeitet werden. Gerade das Zimmer wurde jeden Tag sauber gemacht. Aber die Haare sind am 3 Tag noch vorhanden gewesen. Wundert mich bei den vorhandenen Hilfsmittel der Zimmerdamen nicht. Mit wischen schiebt man größtenteils nur von links nach rechts. Staubsauger wäre so ein Helferlein.,"8,0",Sehr erholssamer Aufenthalt mit freundlichen und zuvorkommenden Personal.,Radisson Hotel Danang
정훈,Hàn Quốc,Cặp đôi,Phòng Premium - Nhìn Ra Biển,4 đêm,"깨끗한 숙소, 좋은 바다경치","밤마다 비치카페에서 부르는 가수의 노랫소리가 너무 크게, 늦게까지 들려 너무 큰 스트레스였다.","8,0",Rất tốt,Radisson Hotel Danang
Imaumi0918,Hàn Quốc,Khách lẻ,Phòng Deluxe,2 đêm,"깔끔하고 루프탑 수영장이 있는 곳을 찾다 가격대가 나쁘지 않고 위치도 괜찮아 오션뷰 시티뷰 반반 룸으로 2박에 VND 3,204,360에 예약을 했습니다. 방 컨디션은 너무 좋았고 화이트 톤으로 되어 있어 더 넓고 깨끗해 보였고 창은 통유리로 되어있어 너무 맘에 들었습니다. 화장실 옆에 전신 거울도 설치 되어 있었으며 TV는 삼성 스마트 TV로 Kbs1,2, Mbc 채널도 있었고 Youtube도 시청 가능했습니다. Wifi는 비밀번호가 없이 바로 연결 가능했고 침대는 슈퍼싱글 침대 2개를 연결해 놓아 넓게 사용 가능 했습니다. 루프탑수영장은 오전 6시~ 오후 9시까지 이용 가능했고 물이 차갑다는 말이 있었지만 그렇게 차갑지는 않았고 다만 해변가이고 21층에 있다 보니 해가 호텔 뒤로 사라지고 그늘이 많아지면 바람이 많이 불어 좀 추웠습니다. 루프탑에 있는 Bar에서 음식을 시켜 먹진 않았고 500ml 물 한 병을 시켰는데 VND51,000으로 좀 많이 비쌌습니다. 직원들은 대체적으로 친절했으며 일 처리 속도는 빠르지 않았습니다. 엘리베이터는 3대로 고층까지 이동하는데 많이 기다리거나 하는 불편함이 없었고 방키가 있어야 로비에서 다른 곳으로 이동 가능하였습니다. 조식은 너무 많이 기대했던 건지 기대만큼 아주 다양하진 않았습니다. 체크인 전, 체크아웃 후 둘 다 짐을 맡기고 루프탑 수영장을 이용하였는데 방 키가 없으니 그때마다 직원들이 엘리베이터 버튼에 키를 대주었어야 했는데 귀찮은 내색 없이 다들 친절하게 해주었습니다.",베트남이 커피가 맛있다는데 조식에 제공되던 에스프레소 머신의 커피는 너무 맛이 없었습니다.,"8,0",Rất tốt,Radisson Hotel Danang
Ya,Đài Loan,Phòng gia đình,Phòng Deluxe - Nhìn ra Đại dương,2 đêm,早餐多樣化，新鮮又好吃！,浴室地板太滑，陽台很小,"9,0",飯店不大但很精緻溫馨、房間很新,Radisson Hotel Danang
Aki,Nhật Bản,Cặp đôi,Phòng Deluxe - Nhìn ra Đại dương,1 đêm,安心のサービス。リネンやベッドが清潔で快適。窓ガラスも汚れておらず、ビーチの景色が楽しめた。,"バスルームに自分のシャンプー等を置く台がなく、とても不便。
エレベーターの台数が少なくてなかなか来ない！朝食はローカルフードが少なく、期待ほどでも。プライベートビーチはない。","8,0",Rất tốt,Radisson Hotel Danang
Isabelle,Việt Nam,Phòng gia đình,Phòng Deluxe,3 đêm,Le petit déjeuner était très copieux,Pas de place pour sécher les maillots de bain,"8,0",Sejour en famille agréable,Radisson Hotel Danang
Andreas,Đức,Phòng gia đình,Phòng Premium - Nhìn Ra Biển,2 đêm,,Frühstück sehr asiatisch geprägt,"8,0","Sehr gutes Hotel , Gäste vorwiegend Einheimische als wir vor Ort Ware",Radisson Hotel Danang
Li,Trung Quốc,Phòng gia đình,Phòng Deluxe - Nhìn ra Đại dương,3 đêm,位置优越，早餐不错,房间有一点小,"8,0",Rất tốt,Radisson Hotel Danang
Dmitrii,Nga,Cặp đôi,Phòng Deluxe,10 đêm,Персонал прекрасен,В номере не было ковра,"9,0",Tuyệt hảo,Radisson Hotel Danang
John,Hà Lan,Cặp đôi,Phòng Deluxe,2 đêm,"Schoon, vriendelijk en prima liging",Restaurant,"8,0",Lekker,Radisson Hotel Danang
Salwa,Kuwait,Phòng gia đình,Phòng Deluxe,4 đêm,اسطاف موظفين الاستقبال محترم ولطيف وعاملات التنظيف جيد جدا والمكان آمن وشرح يطل على البحر,ستارة الحمام شفافه,"9,0",Tuyệt hảo,Radisson Hotel Danang
